label,aggregation,model,weight,config,tautologyZ3,repairs_number,average,median,min,max,stddev
V4,weighted_sum,All,"[1.0, 1.0, 1.0]",default,0,81,0.367208359133606,0.409049402545525,1.1854919127776e-07,0.999894670317874,0.308195904828456
V5,no_aggregation,AFC,"[1.0, 3.0, 5.0]",default,1,29,0.602836166771616,0.52113380191987,0.000999033385835839,0.999444951744958,0.344175458300968
V5,no_aggregation,AT,"[1.0, 3.0, 5.0]",default,1,22,0.778723083885448,0.984022999660723,4.9999500005e-06,0.999894670317874,0.302732181602278
V5,no_aggregation,CC,"[1.0, 3.0, 5.0]",default,1,43,0.395686310404197,0.357142448978426,1.56610956255892e-08,0.994469766101354,0.38833390437682
V5,no_aggregation,EU,"[1.0, 3.0, 5.0]",default,1,19,0.410167066040686,0.501636337324178,0.000283017894669311,0.634531332435741,0.218655952397049
V5,no_aggregation,NNP,"[1.0, 3.0, 5.0]",default,1,60,0.464003393296655,0.500712104287415,1.27271307348904e-07,0.985304098182417,0.2674174686505
V5,no_aggregation,TUI,"[1.0, 3.0, 5.0]",default,1,39,0.4994930120107,0.504586790140988,4.9999500005e-06,0.952380907029435,0.256191614613488
V5,no_aggregation,All,"[1.0, 3.0, 5.0]",default,1,212,0.503501289387862,0.503967546137338,1.56610956255892e-08,0.999894670317874,0.321881144232836
V6,no_aggregation,AFC,"[1.0, 1.0, 1.0]",hp_increase_tree_depth,1,16,0.828272091039841,0.957708057401236,0.505838943873118,0.999545794203837,0.21135997309645
V6,no_aggregation,AT,"[1.0, 1.0, 1.0]",hp_increase_tree_depth,1,27,0.684354576709918,0.491622537493106,0.112400096124776,0.999894670317874,0.310333498394553
V6,no_aggregation,CC,"[1.0, 1.0, 1.0]",hp_increase_tree_depth,1,38,0.352024032755908,0.242689216247752,8.79440955807347e-08,0.99295774747074,0.34892472962382
V6,no_aggregation,EU,"[1.0, 1.0, 1.0]",hp_increase_tree_depth,1,17,0.517238543428198,0.513069222079389,0.000145960464906795,0.872572547737564,0.228685608627406
V6,no_aggregation,NNP,"[1.0, 1.0, 1.0]",hp_increase_tree_depth,1,49,0.429295968105906,0.500005989426974,3.16402954787795e-07,0.99883099184735,0.304640958814997
V6,no_aggregation,TUI,"[1.0, 1.0, 1.0]",hp_increase_tree_depth,1,42,0.463337968173046,0.504545424126376,4.9999500005e-06,0.952380907029435,0.293462390236797
V6,no_aggregation,All,"[1.0, 1.0, 1.0]",hp_increase_tree_depth,1,189,0.499447579953791,0.500119494718324,8.79440955807347e-08,0.999894670317874,0.32845110231313
V7,no_aggregation,AFC,"[1.0, 1.0, 1.0]",hp_increase_num_offsprings,1,36,0.531273656669931,0.506456198337278,4.99881847227509e-06,0.999444951744958,0.295915130925722
V7,no_aggregation,AT,"[1.0, 1.0, 1.0]",hp_increase_num_offsprings,1,42,0.698286384614021,0.79153581950988,4.9999500005e-06,0.999892127071174,0.289130920486521
V7,no_aggregation,CC,"[1.0, 1.0, 1.0]",hp_increase_num_offsprings,1,51,0.307308705553547,0.235377182501753,3.99884655521275e-09,0.983870972944847,0.326135027194351
V7,no_aggregation,EU,"[1.0, 1.0, 1.0]",hp_increase_num_offsprings,1,24,0.276153600844221,0.289744034482356,0.000297303236729723,0.807276105795253,0.280282319232187
V7,no_aggregation,NNP,"[1.0, 1.0, 1.0]",hp_increase_num_offsprings,1,68,0.396388414102425,0.393305903611306,6.6387079689304e-06,0.985283487550225,0.309948809311041
V7,no_aggregation,TUI,"[1.0, 1.0, 1.0]",hp_increase_num_offsprings,1,46,0.410568581919255,0.502279526031215,4.9999500005e-06,0.958885891837626,0.321293880294209
V7,no_aggregation,All,"[1.0, 1.0, 1.0]",hp_increase_num_offsprings,1,267,0.436684933051121,0.500008811445613,3.99884655521275e-09,0.999892127071174,0.333073667633244
