Time,x,y
14.6,14.6,15.103972629208652
14.7,14.7,11.810559173744728
14.8,14.8,13.94345547848096
14.9,14.9,13.70235779979383
15.0,15.0,15.587010203424109
15.1,15.1,8.484407099090456
15.2,15.2,12.361130319191373
15.3,15.3,13.881792708223351
15.4,15.4,17.920494752707818
15.5,15.5,14.414716016567642
15.6,15.6,9.939495637862573
15.7,15.7,11.289215151478595
15.8,15.8,22.456939016391104
15.9,15.9,17.143081712176656
16.0,16.0,22.998931650709807
16.1,16.1,12.819918680380873
16.2,16.2,23.262094984492297
16.3,16.3,18.641616666429215
16.4,16.4,16.078080115574792
16.5,16.5,13.455789019723552
16.6,16.6,10.096835050779184
16.7,16.7,13.152067896288376
16.8,16.8,14.217394546773642
16.9,16.9,15.565753063997885
17.0,17.0,17.91146268116894
17.1,17.1,22.885747357754198
17.2,17.2,22.05581369974597
17.3,17.3,12.848000054268642
17.4,17.4,15.619311415253616
17.5,17.5,15.33568093461154
17.6,17.6,12.62893817174562
17.7,17.7,10.157582212452247
17.8,17.8,14.978596199144551
17.9,17.9,8.071246361599638
18.0,18.0,13.844664581900707
18.1,18.1,17.4305334601218
18.2,18.2,10.407218528523927
18.3,18.3,13.680442537724204
18.4,18.4,20.063002574686774
18.5,18.5,15.01439509169876
18.6,18.6,17.65481798901377
18.7,18.7,20.610353532048684
18.8,18.8,12.770135723453912
18.9,18.9,15.697607666085922
19.0,19.0,17.708964079697473
19.1,19.1,15.276036095405903
19.2,19.2,9.366777927889622
19.3,19.3,11.364759904568555
19.4,19.4,15.874556044260558
19.5,19.5,17.083023914961686
19.6,19.6,9.58189110713257
19.7,19.7,18.828290375052507
19.8,19.8,15.300402176088054
19.9,19.9,13.680672950216145
