Time,x,y
16.6,16.6,8.424454960139233
16.7,16.7,7.43543563209839
16.8,16.8,6.7555270121885895
16.9,16.9,9.825693704846474
17.0,17.0,8.414284296051362
17.1,17.1,8.757379285192501
17.2,17.2,9.2163183406106
17.3,17.3,7.337716106713232
17.4,17.4,7.821302004637024
17.5,17.5,6.2855420234425985
17.6,17.6,8.712135933269074
17.7,17.7,6.1718328285789905
17.8,17.8,7.587040515184976
17.9,17.9,7.527550165049033
18.0,18.0,8.936273064724503
18.1,18.1,8.166356511818059
18.2,18.2,6.6986559582921625
18.3,18.3,8.234110347381451
18.4,18.4,7.208538586921673
18.5,18.5,8.848928858367225
18.6,18.6,8.669683805386548
18.7,18.7,7.194251194219011
18.8,18.8,7.973345935415869
18.9,18.9,7.579685327075019
19.0,19.0,10.356102218657384
19.1,19.1,8.958360396251285
19.2,19.2,7.716372926644616
19.3,19.3,9.192633655879204
19.4,19.4,8.31161735628394
19.5,19.5,7.855235488102682
19.6,19.6,7.260916640355541
19.7,19.7,7.768311167920934
19.8,19.8,9.228632930473758
19.9,19.9,7.36957313624104
