Time,x,y
12.6,12.6,4.574965201763685
12.7,12.7,12.57826161740847
12.8,12.8,13.455045447767706
12.9,12.9,6.0123893268040725
13.0,13.0,7.797127263134774
13.1,13.1,7.523376932735265
13.2,13.2,12.012902652586869
13.3,13.3,11.296472073942162
13.4,13.4,10.640679342533332
13.5,13.5,8.134502234906734
13.6,13.6,4.919003579805538
13.7,13.7,8.73280226122434
13.8,13.8,6.2637381802668415
13.9,13.9,11.124532251977218
14.0,14.0,9.091844038631244
14.1,14.1,8.119165507551616
14.2,14.2,9.9645201334075
14.3,14.3,2.5549928860152704
14.4,14.4,8.230469128255395
14.5,14.5,6.855539682979943
14.6,14.6,7.797649899513241
14.7,14.7,10.562046771404962
14.8,14.8,9.42780568332253
14.9,14.9,7.279921733431683
15.0,15.0,7.120547156896967
15.1,15.1,5.834937182151133
15.2,15.2,7.507696971261916
15.3,15.3,9.016845654470778
15.4,15.4,3.531914330789779
15.5,15.5,5.410233072108
15.6,15.6,14.020729643883005
15.7,15.7,10.824546707557914
15.8,15.8,12.082250632004357
15.9,15.9,8.942055594688416
16.0,16.0,12.064438245591576
16.1,16.1,13.655173009171957
16.2,16.2,10.148175253882355
16.3,16.3,8.702133770375442
16.4,16.4,7.569206104625595
16.5,16.5,11.267421454486591
16.6,16.6,5.605847551531754
16.7,16.7,9.217550919545385
16.8,16.8,8.894864442720058
16.9,16.9,6.298889025833312
17.0,17.0,7.809139656866462
17.1,17.1,5.96073087398041
17.2,17.2,9.754481718972304
17.3,17.3,7.419730300222573
17.4,17.4,6.3547259395944735
17.5,17.5,5.98627067978058
17.6,17.6,10.134222772842877
17.7,17.7,11.44432337931681
17.8,17.8,10.334257160371804
17.9,17.9,8.007887528215335
18.0,18.0,10.875133163182252
18.1,18.1,6.629162036723727
18.2,18.2,11.615808113811712
18.3,18.3,10.350401863245477
18.4,18.4,5.515532954279606
18.5,18.5,8.182836966906535
18.6,18.6,8.6264203124427
18.7,18.7,8.836067409565018
18.8,18.8,8.934703868380174
18.9,18.9,5.823123156987717
19.0,19.0,10.596194129919153
19.1,19.1,4.784423865914976
19.2,19.2,4.888569051923099
19.3,19.3,5.569295992841524
19.4,19.4,6.286836120881373
19.5,19.5,9.161115056061748
19.6,19.6,7.5836867003308415
19.7,19.7,5.6857809288917505
19.8,19.8,10.139220805260491
19.9,19.9,6.439050088708929
