Time|s,xin,reset|bool,TL,BL,dT|s,ic,yout
4.1,0.611764453886017,0,10,-10,0.100000000000001,0,2.50823426103267
4.2,0.611764453886017,0,10,-10,0.0999999999999996,0,2.56941070642127
4.3,0.611764453886017,0,10,-10,0.0999999999999996,0,2.63058715180988
4.4,0.611764453886017,0,10,-10,0.100000000000001,0,2.69176359719848
4.5,0.611764453886017,0,10,-10,0.0999999999999996,0,2.75294004258708
4.6,0.611764453886017,0,10,-10,0.100000000000001,0,2.81411648797568
4.7,0.611764453886017,0,10,-10,0.0999999999999996,0,2.87529293336428
4.8,0.611764453886017,0,10,-10,0.100000000000001,0,2.93646937875289
4.9,0.611764453886017,0,10,-10,0.0999999999999996,0,2.99764582414149
5,0.611764453886017,0,10,-10,0.0999999999999996,0,3.05882226953009
5.1,0.611764453886017,0,10,-10,0.100000000000001,0,3.11999871491869
5.2,0.611764453886017,0,10,-10,0.0999999999999996,0,3.18117516030729
5.3,0.611764453886017,0,10,-10,0.100000000000001,0,3.24235160569589
5.4,0.611764453886017,0,10,-10,0.0999999999999996,0,3.3035280510845
5.5,0.611764453886017,0,10,-10,0.0999999999999996,0,3.3647044964731
5.6,0.611764453886017,0,10,-10,0.100000000000001,0,3.4258809418617
5.7,0.611764453886017,0,10,-10,0.0999999999999996,0,3.4870573872503
5.8,0.611764453886017,0,10,-10,0.100000000000001,0,3.5482338326389
5.9,0.611764453886017,0,10,-10,0.0999999999999996,0,3.60941027802751
6,0.611764453886017,0,10,-10,0.0999999999999996,0,3.67058672341611
6.1,0.611764453886017,0,10,-10,0.100000000000001,0,3.73176316880471
6.2,0.611764453886017,0,10,-10,0.0999999999999996,0,3.79293961419331
6.3,0.611764453886017,0,10,-10,0.100000000000001,0,3.85411605958191
6.4,0.611764453886017,0,10,-10,0.0999999999999996,0,3.91529250497052
6.5,0.611764453886017,0,10,-10,0.0999999999999996,0,3.97646895035912
6.6,0.611764453886017,0,10,-10,0.100000000000001,0,4.03764539574772
6.7,0.611764453886017,0,10,-10,0.0999999999999996,0,4.09882184113632
6.8,0.611764453886017,0,10,-10,0.100000000000001,0,4.15999828652492
6.9,0.611764453886017,0,10,-10,0.0999999999999996,0,4.22117473191352
7,0.611764453886017,0,10,-10,0.0999999999999996,0,4.28235117730212
7.1,0.611764453886017,0,10,-10,0.100000000000001,0,4.34352762269073
7.2,0.611764453886017,0,10,-10,0.0999999999999996,0,4.40470406807933
7.3,0.611764453886017,0,10,-10,0.100000000000001,0,4.46588051346793
7.4,0.611764453886017,0,10,-10,0.0999999999999996,0,4.52705695885653
7.5,0.611764453886017,0,10,-10,0.0999999999999996,0,4.58823340424513
7.6,0.611764453886017,0,10,-10,0.100000000000001,0,4.64940984963373
7.7,0.611764453886017,0,10,-10,0.0999999999999996,0,4.71058629502234
7.8,0.611764453886017,0,10,-10,0.100000000000001,0,4.77176274041094
7.9,0.611764453886017,0,10,-10,0.0999999999999996,0,4.83293918579954
8,0.611764453886017,0,10,-10,0.0999999999999996,0,4.89411563118814
8.1,0.611764453886017,0,10,-10,0.0999999999999996,0,4.95529207657674
8.2,0.611764453886017,0,10,-10,0.100000000000001,0,5.01646852196534
8.3,0.611764453886017,0,10,-10,0.0999999999999996,0,5.07764496735395
8.4,0.611764453886017,0,10,-10,0.0999999999999996,0,5.13882141274255
8.5,0.611764453886017,0,10,-10,0.0999999999999996,0,5.19999785813115
8.6,0.611764453886017,0,10,-10,0.0999999999999996,0,5.26117430351975
8.7,0.611764453886017,0,10,-10,0.100000000000001,0,5.32235074890835
8.8,0.611764453886017,0,10,-10,0.0999999999999996,0,5.38352719429695
8.9,0.611764453886017,0,10,-10,0.0999999999999996,0,5.44470363968555
9,0.611764453886017,0,10,-10,0.0999999999999996,0,5.50588008507416
9.1,0.611764453886017,0,10,-10,0.0999999999999996,0,5.56705653046276
9.2,0.611764453886017,0,10,-10,0.100000000000001,0,5.62823297585136
9.3,0.611764453886017,0,10,-10,0.0999999999999996,0,5.68940942123996
9.4,0.611764453886017,0,10,-10,0.0999999999999996,0,5.75058586662856
9.5,0.611764453886017,0,10,-10,0.0999999999999996,0,5.81176231201716
9.6,0.611764453886017,0,10,-10,0.100000000000001,0,5.87293875740577
9.7,0.611764453886017,0,10,-10,0.0999999999999996,0,5.93411520279437
9.8,0.611764453886017,0,10,-10,0.0999999999999996,0,5.99529164818297
9.9,0.611764453886017,0,10,-10,0.0999999999999996,0,6.05646809357157
10,0.742403564698841,0,10,-10,0.0999999999999996,0,6.12417649450081
10.1,0.742403564698841,0,10,-10,0.100000000000001,0,6.1984168509707
10.2,0.742403564698841,0,10,-10,0.0999999999999996,0,6.27265720744058
10.3,0.742403564698841,0,10,-10,0.0999999999999996,0,6.34689756391047
10.4,0.742403564698841,0,10,-10,0.0999999999999996,0,6.42113792038035
10.5,0.742403564698841,0,10,-10,0.0999999999999996,0,6.49537827685023
10.6,0.742403564698841,0,10,-10,0.100000000000001,0,6.56961863332012
10.7,0.742403564698841,0,10,-10,0.0999999999999996,0,6.64385898979
10.8,0.742403564698841,0,10,-10,0.0999999999999996,0,6.71809934625988
10.9,0.742403564698841,0,10,-10,0.0999999999999996,0,6.79233970272977
11,0.742403564698841,0,10,-10,0.0999999999999996,0,6.86658005919965
11.1,0.742403564698841,0,10,-10,0.100000000000001,0,6.94082041566954
11.2,0.742403564698841,0,10,-10,0.0999999999999996,0,7.01506077213942
11.3,0.742403564698841,0,10,-10,0.0999999999999996,0,7.0893011286093
11.4,0.742403564698841,0,10,-10,0.0999999999999996,0,7.16354148507919
11.5,0.742403564698841,0,10,-10,0.0999999999999996,0,7.23778184154907
11.6,0.742403564698841,0,10,-10,0.100000000000001,0,7.31202219801896
11.7,0.742403564698841,0,10,-10,0.0999999999999996,0,7.38626255448884
11.8,0.742403564698841,0,10,-10,0.0999999999999996,0,7.46050291095872
11.9,0.742403564698841,0,10,-10,0.0999999999999996,0,7.53474326742861
12,0.742403564698841,0,10,-10,0.0999999999999996,0,7.60898362389849
12.1,0.742403564698841,0,10,-10,0.100000000000001,0,7.68322398036837
12.2,0.742403564698841,0,10,-10,0.0999999999999996,0,7.75746433683826
12.3,0.742403564698841,0,10,-10,0.0999999999999996,0,7.83170469330814
12.4,0.742403564698841,0,10,-10,0.0999999999999996,0,7.90594504977803
12.5,0.742403564698841,0,10,-10,0.0999999999999996,0,7.98018540624791
12.6,0.742403564698841,0,10,-10,0.100000000000001,0,8.05442576271779
12.7,0.742403564698841,0,10,-10,0.0999999999999996,0,8.12866611918768
12.8,0.742403564698841,0,10,-10,0.0999999999999996,0,8.20290647565756
12.9,0.742403564698841,0,10,-10,0.0999999999999996,0,8.27714683212745
13,0.742403564698841,0,10,-10,0.0999999999999996,0,8.35138718859733
13.1,0.742403564698841,0,10,-10,0.100000000000001,0,8.42562754506721
13.2,0.742403564698841,0,10,-10,0.0999999999999996,0,8.4998679015371
13.3,0.742403564698841,0,10,-10,0.0999999999999996,0,8.57410825800698
13.4,0.742403564698841,0,10,-10,0.0999999999999996,0,8.64834861447687
13.5,0.742403564698841,0,10,-10,0.0999999999999996,0,8.72258897094675
13.6,0.742403564698841,0,10,-10,0.100000000000001,0,8.79682932741664
13.7,0.742403564698841,0,10,-10,0.0999999999999996,0,8.87106968388652
13.8,0.742403564698841,0,10,-10,0.0999999999999996,0,8.94531004035641
13.9,0.742403564698841,0,10,-10,0.0999999999999996,0,9.01955039682629
14,0.742403564698841,0,10,-10,0.0999999999999996,0,9.09379075329617
14.1,0.742403564698841,0,10,-10,0.100000000000001,0,9.16803110976606
14.2,0.742403564698841,0,10,-10,0.0999999999999996,0,9.24227146623594
14.3,0.742403564698841,0,10,-10,0.0999999999999996,0,9.31651182270583
14.4,0.742403564698841,0,10,-10,0.0999999999999996,0,9.39075217917571
14.5,0.742403564698841,0,10,-10,0.0999999999999996,0,9.4649925356456
14.6,0.742403564698841,0,10,-10,0.100000000000001,0,9.53923289211548
14.7,0.742403564698841,0,10,-10,0.0999999999999996,0,9.61347324858536
14.8,0.742403564698841,0,10,-10,0.0999999999999996,0,9.68771360505525
14.9,0.742403564698841,0,10,-10,0.0999999999999996,0,9.76195396152513
15,0.742403564698841,0,10,-10,0.0999999999999996,0,9.83619431799502
15.1,0.742403564698841,0,10,-10,0.100000000000001,0,9.9104346744649
15.2,0.742403564698841,0,10,-10,0.0999999999999996,0,9.98467503093479
15.3,0.742403564698841,0,10,-10,0.0999999999999996,0,10.0000000001
15.4,0.742403564698841,0,10,-10,0.0999999999999996,0,10.0000000001
15.5,0.742403564698841,0,10,-10,0.0999999999999996,0,10.0000000001
15.6,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
15.7,0.742403564698841,0,10,-10,0.0999999999999996,0,10.0000000001
15.8,0.742403564698841,0,10,-10,0.0999999999999996,0,10.0000000001
15.9,0.742403564698841,0,10,-10,0.0999999999999996,0,10.0000000001
16,0.742403564698841,0,10,-10,0.0999999999999996,0,10.0000000001
16.1,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
16.2,0.742403564698841,0,10,-10,0.0999999999999979,0,10.0000000001
16.3,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
16.4,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
16.5,0.742403564698841,0,10,-10,0.0999999999999979,0,10.0000000001
16.6,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
16.7,0.742403564698841,0,10,-10,0.0999999999999979,0,10.0000000001
16.8,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
16.9,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
17,0.742403564698841,0,10,-10,0.0999999999999979,0,10.0000000001
17.1,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
17.2,0.742403564698841,0,10,-10,0.0999999999999979,0,10.0000000001
17.3,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
17.4,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
17.5,0.742403564698841,0,10,-10,0.0999999999999979,0,10.0000000001
17.6,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
17.7,0.742403564698841,0,10,-10,0.0999999999999979,0,10.0000000001
17.8,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
17.9,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
18,0.742403564698841,0,10,-10,0.0999999999999979,0,10.0000000001
18.1,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
18.2,0.742403564698841,0,10,-10,0.0999999999999979,0,10.0000000001
18.3,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
18.4,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
18.5,0.742403564698841,0,10,-10,0.0999999999999979,0,10.0000000001
18.6,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
18.7,0.742403564698841,0,10,-10,0.0999999999999979,0,10.0000000001
18.8,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
18.9,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
19,0.742403564698841,0,10,-10,0.0999999999999979,0,10.0000000001
19.1,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
19.2,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
19.3,0.742403564698841,0,10,-10,0.0999999999999979,0,10.0000000001
19.4,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
19.5,0.742403564698841,0,10,-10,0.0999999999999979,0,10.0000000001
19.6,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
19.7,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
19.8,0.742403564698841,0,10,-10,0.0999999999999979,0,10.0000000001
19.9,0.742403564698841,0,10,-10,0.100000000000001,0,10.0000000001
20,0.742403564698841,0,10,-10,0.0999999999999979,0,10.0000000001
